"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
1756,668933,"Ashcraft, Graham",1756,100,0.281,0.123,0.314,0.404,0.326,0.311,0.263,119,423,86.8,3.9,2427,94.1,87.61,161,867,889,-6.5,5.6,113,151,118,147,290,319,290
1753,669467,"Pallante, Andre",1753,100,0.274,0.114,0.313,0.387,0.32,0.302,0.254,113,413,89.1,-3.6,2335,90.4,90.6,140,788,965,0.19999999999998863,6.57,113,152,115,148,299,322,300
1750,501985,"Minor, Mike",1750,100,0.296,0.24,0.312,0.536,0.385,0.33,0.256,120,405,87.8,18.8,2456,86.5,85.53,162,806,944,-1,5.54,110,150,117,146,294,320,286
1739,543135,"Eovaldi, Nathan",1739,100,0.264,0.193,0.3,0.457,0.325,0.321,0.258,115,435,89.4,10.4,2027,89.1,89.64,230,912,827,0.5,6.65,111,157,117,151,294,328,295
1720,607259,"Martinez, Nick",1720,100,0.239,0.159,0.276,0.398,0.315,0.304,0.233,96,402,86.3,11.2,2230,87.2,86.48,208,818,902,-0.7000000000000028,5.93,113,162,119,151,295,321,301
1715,669952,"White, Mitch",1715,100,0.276,0.148,0.321,0.424,0.332,0.315,0.259,110,399,87.4,14.3,2313,88.9,88.65,157,832,883,-0.20000000000000284,6.26,109,156,118,149,297,319,296
1694,592716,"Sampson, Adrian",1694,100,0.253,0.13,0.288,0.383,0.302,0.324,0.266,101,399,87.8,13.3,2121,89.4,84.9,172,817,877,-4.5,6.39,110,152,116,157,299,321,294
1675,663372,"Feltner, Ryan",1675,100,0.266,0.193,0.3,0.46,0.343,0.34,0.26,102,383,89.7,13.3,2351,89.2,89.76,160,773,902,0.5999999999999943,6.41,112,151,120,148,304,328,301
1654,547179,"Lorenzen, Michael",1654,100,0.224,0.141,0.262,0.365,0.303,0.307,0.233,81,362,87.9,9.8,2332,89.4,88.58,198,787,865,-0.8000000000000114,5.87,112,152,114,152,294,321,292
1649,669330,"Wells, Tyler",1649,100,0.231,0.175,0.247,0.406,0.301,0.302,0.23,90,389,87.7,18.6,2436,88.6,88.65,210,835,814,0.10000000000000853,6.35,109,158,115,150,303,321,295
1644,666200,"Luzardo, Jesús",1644,100,0.191,0.144,0.254,0.335,0.267,0.287,0.218,69,361,88.7,13.1,2161,90.3,89.3,239,755,889,-1,5.75,105,153,119,149,299,314,290
1642,657093,"Watkins, Spenser",1642,100,0.281,0.142,0.308,0.423,0.331,0.345,0.285,119,423,89.5,11.4,2373,86.2,85.57,154,782,860,-0.6000000000000085,6.22,108,157,115,150,302,322,295
1639,622663,"Severino, Luis",1639,100,0.196,0.158,0.239,0.353,0.273,0.268,0.203,72,368,88.5,10.5,2200,91.9,91.52,224,806,833,-0.4000000000000057,6.25,112,156,119,150,299,330,290
1622,570632,"Ureña, José",1622,100,0.285,0.136,0.312,0.421,0.34,0.341,0.271,109,382,88,7.4,2141,92.6,92.83,147,758,864,0.20000000000000284,6.25,110,151,118,149,304,328,302
1591,641302,"Alexander, Tyler",1591,100,0.275,0.198,0.281,0.473,0.337,0.355,0.282,108,393,88.2,16.2,2135,86.1,86.18,137,806,785,0.10000000000000853,6.27,106,153,116,145,302,329,292
1588,650644,"Civale, Aaron",1588,100,0.249,0.174,0.297,0.424,0.313,0.303,0.246,93,373,88.4,13.3,2600,84.7,82.76,181,744,844,-1.9000000000000057,5.79,112,156,118,149,293,316,292
1588,672710,"Contreras, Roansy",1588,100,0.225,0.189,0.257,0.414,0.312,0.325,0.24,82,365,89.9,17.9,2462,89,89.16,208,755,832,0.20000000000000284,6.38,108,152,116,149,303,323,299
1521,622608,"Senzatela, Antonio",1521,100,0.349,0.155,0.386,0.504,0.386,0.35,0.311,133,381,89.1,6,2123,90.4,90.3,117,723,798,-0.10000000000000853,6.01,110,152,117,148,303,329,303
1469,593958,"Rodriguez, Eduardo",1469,100,0.247,0.156,0.279,0.403,0.317,0.317,0.249,87,352,86.8,11.9,2124,89.6,89.48,125,691,778,-0.09999999999999432,6.15,107,154,116,146,302,329,291
1436,666129,"Garrett, Braxton",1436,100,0.254,0.148,0.322,0.402,0.319,0.312,0.247,86,338,89,9.1,2190,87.1,86.93,184,691,745,-0.19999999999998863,6.4,106,152,116,149,298,315,287
1407,592866,"Williams, Trevor",1407,100,0.253,0.16,0.302,0.413,0.314,0.298,0.232,87,344,87,17.8,2145,87.9,88.64,163,687,720,0.6999999999999886,6.73,111,154,119,149,299,328,300
1380,640444,"Crowe, Wil",1380,100,0.235,0.121,0.28,0.356,0.308,0.317,0.248,68,289,87,9.7,2320,89.6,89.98,172,626,754,0.4000000000000057,6.5,106,152,116,149,304,323,299
1355,642232,"Yarbrough, Ryan",1355,100,0.276,0.172,0.306,0.448,0.345,0.324,0.251,88,319,84.1,16.2,2018,79.3,79.25,151,681,674,-0.09999999999999432,6.39,104,155,119,147,303,322,295
1353,642547,"Peralta, Freddy",1353,100,0.19,0.113,0.247,0.303,0.256,0.257,0.19,54,284,86.8,16.6,2195,86.9,87.99,177,595,758,1.0999999999999943,7.07,111,153,122,146,296,319,295
1347,543294,"Hendricks, Kyle",1347,100,0.26,0.211,0.285,0.471,0.341,0.345,0.27,85,327,87.1,16.1,2100,82.9,81.95,147,614,733,-0.9000000000000057,5.67,109,152,116,156,298,320,296
1330,656271,"Burke, Brock",1330,100,0.211,0.144,0.271,0.356,0.278,0.284,0.219,63,298,87.7,12.6,2209,92.5,93.43,154,626,704,0.9000000000000057,6.93,112,153,118,148,301,321,294
1296,676710,"Crawford, Kutter",1296,100,0.269,0.189,0.322,0.458,0.344,0.331,0.253,81,301,89.1,17,2317,89.1,88.75,158,618,678,-0.29999999999999716,6.14,112,158,117,150,292,327,293
1295,663559,"Falter, Bailey",1295,100,0.263,0.214,0.292,0.477,0.338,0.331,0.262,85,323,89,17.6,1945,87.3,89.12,150,630,665,1.7999999999999972,7.45,109,152,117,146,302,324,286
1294,670124,"Oller, Adam",1294,100,0.28,0.27,0.28,0.549,0.392,0.366,0.264,82,293,89.9,18.9,2067,89.4,89.23,133,628,666,-0.20000000000000284,6.26,112,152,117,148,299,322,296
1287,689225,"Brieske, Beau",1287,100,0.236,0.175,0.242,0.411,0.306,0.36,0.286,73,309,88.6,17,2298,89.2,88.43,117,651,636,-0.7999999999999972,5.81,110,157,117,148,302,330,296
1286,592826,"Velasquez, Vince",1286,100,0.235,0.187,0.27,0.422,0.314,0.332,0.243,68,289,91.3,19.3,2339,88.8,89.27,156,624,662,0.5,6.59,109,150,113,147,299,326,298
1273,656945,"Scott, Tanner",1273,100,0.236,0.112,0.347,0.348,0.321,0.316,0.223,55,233,85.5,7.5,2668,92.1,91.89,208,583,690,-0.19999999999998863,6.24,105,151,117,148,302,320,295
1258,669022,"Gore, MacKenzie",1258,100,0.248,0.128,0.312,0.376,0.323,0.349,0.259,66,266,90.2,13.8,2195,90.5,91.31,140,584,674,0.7999999999999972,6.87,109,157,119,149,295,316,293
1248,519043,"Moore, Matt",1248,100,0.187,0.088,0.257,0.275,0.257,0.263,0.187,49,262,87.1,15.3,2342,88.5,87.97,197,633,615,-0.5,6.17,110,153,118,147,300,320,295
1235,570666,"Cessa, Luis",1235,100,0.25,0.188,0.266,0.438,0.327,0.325,0.253,76,304,89.1,7.8,2244,88.3,86.48,126,574,661,-1.7999999999999972,5.67,112,153,120,147,292,320,292
1235,669211,"Akin, Keegan",1235,100,0.227,0.148,0.269,0.375,0.284,0.296,0.242,69,304,87.1,7.3,2177,89.3,88.44,169,654,581,-0.8999999999999915,5.86,108,157,116,150,300,321,296
1234,592761,"Smith, Caleb",1234,100,0.218,0.211,0.236,0.429,0.329,0.305,0.211,57,261,85.1,23.9,2334,87.8,86.58,173,601,633,-1.2000000000000028,5.7,110,152,123,148,299,321,295
1232,434671,"Sánchez, Aníbal",1232,100,0.217,0.198,0.218,0.415,0.32,0.332,0.25,55,253,87.5,18.3,1895,85.3,85.35,108,555,677,0,6.3,111,154,122,147,299,314,298
1230,571760,"Heaney, Andrew",1230,100,0.214,0.214,0.293,0.429,0.311,0.287,0.203,60,280,90.1,16.5,2471,89.4,88.96,225,629,601,-0.4000000000000057,6.11,109,156,117,147,299,315,290
1222,541640,"Ramirez, Erasmo",1222,100,0.245,0.146,0.268,0.39,0.294,0.291,0.247,79,323,88,11.6,2292,90.2,90.37,135,631,591,0.20000000000000284,6.41,113,155,125,146,301,317,297
1215,665795,"Cabrera, Edward",1215,100,0.177,0.149,0.207,0.325,0.284,0.312,0.209,44,249,85.3,12.4,2139,90.9,91.15,167,536,679,0.19999999999998863,6.45,110,154,118,151,296,318,292
1205,669395,"Coleman, Dylan",1205,100,0.194,0.112,0.247,0.306,0.282,0.302,0.211,47,242,86.1,12.6,2457,91.5,92.08,167,535,670,0.5999999999999943,6.58,107,155,117,147,301,324,301
1204,672851,"Adon, Joan",1204,100,0.29,0.191,0.338,0.481,0.379,0.371,0.275,76,262,88.4,7.2,2181,90.9,90.5,89,532,672,-0.4000000000000057,6.33,112,153,120,143,297,320,296
1204,656793,"Nelson, Nick",1204,100,0.257,0.093,0.332,0.35,0.311,0.297,0.222,66,257,87.3,15.2,2034,91.8,91.45,161,564,640,-0.3999999999999915,6.22,109,148,117,144,294,326,291
1202,445926,"Chavez, Jesse",1202,100,0.264,0.167,0.335,0.431,0.325,0.321,0.263,71,269,89.8,12.9,2110,89,89.06,135,550,651,0.09999999999999432,6.2,113,154,121,149,303,324,297
1198,605130,"Barlow, Scott",1198,100,0.198,0.126,0.24,0.324,0.261,0.269,0.201,52,262,86.2,11.5,2466,84.7,85.6,180,553,645,0.8999999999999915,6.8,110,157,118,148,301,325,302
1194,621107,"Eflin, Zach",1194,100,0.241,0.152,0.282,0.393,0.295,0.282,0.227,70,290,85.1,10.2,2132,88.9,89.42,126,570,624,0.5,6.68,109,150,127,138,294,327,294
1194,670174,"Winckowski, Josh",1194,100,0.3,0.191,0.322,0.491,0.366,0.338,0.272,85,283,89.1,5.2,2108,90.4,90.75,93,533,661,0.29999999999999716,6.49,111,155,116,151,291,326,296
1181,641329,"Baker, Bryan",1181,100,0.23,0.08,0.311,0.31,0.277,0.28,0.226,60,261,89.2,13.1,2281,91.7,92.06,145,531,650,0.3999999999999915,6.49,108,154,115,148,305,321,294
1175,518553,"Cishek, Steve",1175,100,0.223,0.157,0.267,0.38,0.315,0.329,0.233,54,242,86.2,14.7,2308,84.7,86.55,131,502,673,1.8999999999999915,7.6,111,154,121,147,300,314,294
1174,608328,"De Jong, Chase",1174,100,0.204,0.176,0.225,0.38,0.3,0.306,0.214,52,255,88.1,20.3,2442,86.6,85.93,132,528,646,-0.6999999999999886,5.92,109,152,117,148,302,323,297
1172,518617,"Diekman, Jake",1172,100,0.241,0.176,0.328,0.417,0.353,0.319,0.209,52,216,89.1,15.1,2453,90.5,90.25,164,501,671,-0.29999999999999716,6.33,109,151,115,148,292,325,293
1166,643511,"Rogers, Tyler",1166,100,0.253,0.111,0.294,0.365,0.302,0.286,0.24,73,288,83.9,1.2,2102,78.1,77,100,522,644,-1.0999999999999943,5.96,111,150,113,148,297,322,292
1166,676477,"Whitlock, Garrett",1166,100,0.222,0.157,0.271,0.379,0.278,0.278,0.228,65,293,88.8,15.3,2090,91,92.55,176,598,568,1.5999999999999943,7.25,113,158,117,152,291,330,296
1165,572971,"Keuchel, Dallas",1165,100,0.349,0.223,0.384,0.572,0.419,0.357,0.289,94,269,88.8,5.5,1918,84,83.51,117,525,640,-0.5,5.98,109,150,116,145,294,320,296
1163,670950,"Richards, Trevor",1163,100,0.237,0.158,0.314,0.396,0.32,0.331,0.236,57,240,89.1,16.5,2309,88.4,88.46,183,522,641,0.09999999999999432,6.41,110,166,122,151,291,321,299
1161,605347,"López, Jorge",1161,100,0.206,0.093,0.268,0.3,0.27,0.284,0.211,53,257,87.1,1.3,2075,92.8,92.83,132,544,617,0,6.33,108,155,114,148,303,323,293
1160,669920,"Alexander, Jason",1160,100,0.312,0.202,0.329,0.514,0.38,0.357,0.285,88,282,89.5,4,2132,88.1,88.03,86,501,659,-0.09999999999999432,6.24,111,151,119,145,296,317,297
1157,643377,"Jax, Griffin",1157,100,0.212,0.121,0.271,0.333,0.265,0.278,0.22,56,264,87.8,10.6,2514,89.8,89.13,167,565,592,-0.7000000000000028,5.87,110,156,119,149,296,329,291
1153,592858,"Wick, Rowan",1153,100,0.305,0.17,0.378,0.475,0.365,0.353,0.279,79,259,87.8,10.8,2320,90,90.41,129,549,604,0.4000000000000057,6.65,107,148,115,152,297,320,293
1151,475479,"Phelps, David",1151,100,0.22,0.081,0.294,0.301,0.286,0.307,0.231,52,236,87.5,15.5,2390,88.8,87.11,89,461,690,-1.7000000000000028,5.28,109,154,120,148,297,319,295
1130,669145,"Zimmermann, Bruce",1130,100,0.321,0.291,0.323,0.613,0.407,0.384,0.302,97,302,90.5,13.1,2243,86.6,86.23,107,574,556,-0.3999999999999915,6.09,107,156,114,149,308,321,293
1129,656970,"Smeltzer, Devin",1129,100,0.253,0.196,0.254,0.449,0.326,0.322,0.251,67,265,87.9,15.2,2158,83.7,83.02,98,529,600,-0.7000000000000028,5.85,108,154,117,148,297,330,291
1126,641941,"Pagán, Emilio",1126,100,0.245,0.212,0.32,0.457,0.334,0.307,0.227,60,245,88.8,12.9,2246,91.3,92.07,179,582,544,0.7999999999999972,6.72,110,156,118,149,296,329,291
1123,642545,"Barría, Jaime",1123,100,0.217,0.176,0.23,0.393,0.29,0.314,0.242,63,290,87.1,15.2,2122,87.8,87.46,133,575,548,-0.29999999999999716,6.02,113,153,116,152,297,323,293
1121,666808,"Doval, Camilo",1121,100,0.218,0.101,0.298,0.319,0.278,0.266,0.199,54,248,85.6,-1.3,2537,94.1,94.86,162,527,594,0.8000000000000114,6.58,111,151,115,149,297,322,296
1118,656354,"Davis, Austin",1118,100,0.258,0.127,0.335,0.385,0.333,0.33,0.239,57,221,85.4,15.2,2240,87.6,87.44,135,511,607,-0.19999999999998863,6.26,109,153,118,149,289,326,294
1115,614179,"Ruiz, José",1115,100,0.231,0.179,0.284,0.41,0.323,0.321,0.229,53,229,89.1,12.8,2206,92.2,91.55,146,500,615,-0.7000000000000028,5.89,109,151,114,147,298,324,297
1114,680739,"Winder, Josh",1114,100,0.264,0.195,0.282,0.46,0.337,0.349,0.268,69,261,89.1,17.1,1999,88.5,87.52,117,531,583,-1,5.67,112,156,117,150,296,327,293
1111,621345,"Minter, A.J.",1111,100,0.198,0.109,0.289,0.306,0.246,0.242,0.182,49,248,87.2,17.6,2342,93,92.94,189,573,538,-0.09999999999999432,6.21,112,153,120,150,307,323,296
1102,642397,"Soto, Gregory",1102,100,0.225,0.092,0.296,0.317,0.302,0.313,0.222,49,218,90.8,7,2372,96.3,97.04,133,518,584,0.7000000000000028,6.69,107,152,112,145,304,331,293
1100,608717,"Stratton, Chris",1100,100,0.291,0.113,0.364,0.405,0.332,0.315,0.256,72,247,89.2,12.4,2807,87.7,88.32,139,528,572,0.5999999999999943,6.55,108,150,115,147,303,321,299
1099,519326,"Strickland, Hunter",1099,100,0.253,0.183,0.301,0.436,0.346,0.354,0.254,61,241,89.8,17.7,2505,90.8,89.14,146,520,579,-1.7000000000000028,6.02,112,150,121,146,291,319,290
1095,622694,"Hernandez, Elieser",1095,100,0.269,0.317,0.277,0.586,0.388,0.337,0.233,67,249,88.9,23.5,2073,86.5,86.53,135,543,552,0,6.57,109,156,121,151,297,315,294
1093,606160,"Montero, Rafael",1093,100,0.193,0.074,0.262,0.267,0.241,0.257,0.204,47,243,85.6,7.6,2258,94.2,93.69,142,503,590,-0.5,6.13,114,155,116,149,294,324,294
1091,605154,"Brebbia, John",1091,100,0.268,0.155,0.317,0.423,0.317,0.291,0.237,71,265,87,16.5,2437,88.8,89.6,134,570,521,0.7999999999999972,6.73,108,151,115,148,299,323,295
1090,502202,"Boxberger, Brad",1090,100,0.223,0.12,0.284,0.343,0.288,0.289,0.211,52,233,85,17,2165,88.9,87.89,114,468,622,-1,5.62,110,149,118,145,297,320,297
1089,664208,"Maton, Phil",1089,100,0.237,0.171,0.291,0.408,0.321,0.32,0.246,58,245,84.3,13.1,2666,83.9,84.86,159,529,559,1,7.12,112,152,116,148,293,323,292
1088,571948,"Milner, Hoby",1088,100,0.25,0.127,0.315,0.377,0.302,0.287,0.235,61,244,84.1,5.5,1913,84.3,84.35,106,452,636,0.10000000000000853,6.54,109,151,119,146,295,317,295
1086,543521,"McHugh, Collin",1086,100,0.203,0.096,0.266,0.299,0.247,0.273,0.223,51,251,86.6,15.4,2648,84.2,84.57,147,543,543,0.3999999999999915,6.57,111,152,126,145,305,324,299
1086,643410,"Leiter Jr., Mark",1086,100,0.21,0.165,0.251,0.375,0.296,0.307,0.231,52,248,86.2,9.9,1770,85.5,86.09,139,480,606,0.5999999999999943,6.62,107,152,118,153,299,322,296
1085,573124,"Rogers, Taylor",1085,100,0.238,0.167,0.329,0.406,0.315,0.314,0.234,57,239,87.8,12.4,2468,86.6,85.6,147,475,610,-1,5.67,110,153,117,147,297,323,300
1083,676684,"Vest, Will",1083,100,0.262,0.105,0.32,0.367,0.304,0.311,0.24,62,237,87.3,5.2,2129,91.4,90.95,123,520,563,-0.5,6.12,110,155,116,147,301,330,293
1081,593334,"Germán, Domingo",1081,100,0.236,0.182,0.262,0.418,0.312,0.302,0.237,65,275,89.1,16.5,2521,86.8,86.29,131,538,543,-0.5,6.06,110,157,120,150,290,328,291
1079,607625,"Lugo, Seth",1079,100,0.233,0.145,0.283,0.378,0.292,0.29,0.232,58,249,87.8,11.1,2622,88.6,87.72,107,460,619,-0.8999999999999915,5.87,111,155,118,149,300,327,301
1079,676664,"Sears, JP",1079,100,0.256,0.141,0.289,0.397,0.314,0.327,0.258,67,262,90,17.2,2196,87.7,87.78,99,497,582,0.09999999999999432,6.4,109,153,117,148,301,322,291
1077,664747,"Díaz, Alexis",1077,100,0.131,0.085,0.18,0.216,0.223,0.26,0.159,28,213,85.8,20.3,2688,92.6,92.25,193,529,548,-0.3999999999999915,7.47,113,152,120,147,291,316,290
1077,622253,"Tate, Dillon",1077,100,0.213,0.127,0.251,0.341,0.27,0.277,0.227,57,267,87.1,-0.1,2010,88.2,88.33,122,525,552,0.09999999999999432,6.41,107,156,116,148,304,322,295
1077,518886,"Kimbrel, Craig",1077,100,0.227,0.124,0.313,0.351,0.301,0.292,0.205,51,225,89.1,14.8,2351,92.6,93.23,142,486,591,0.6000000000000085,6.69,112,156,120,148,299,318,296
1072,595881,"Beede, Tyler",1072,100,0.284,0.156,0.312,0.44,0.353,0.338,0.269,71,250,88.2,9,1965,89.7,90.1,96,474,598,0.3999999999999915,6.51,107,150,114,148,300,322,298
1072,640462,"Puk, A.J.",1072,100,0.217,0.139,0.286,0.357,0.296,0.299,0.222,53,244,85.7,10.8,2246,92.9,94.11,148,510,562,1.1999999999999886,7.06,110,152,118,149,299,320,296
1070,608718,"Suter, Brent",1070,100,0.236,0.171,0.266,0.407,0.313,0.3,0.242,58,246,85,12.1,1983,83.8,85.34,134,501,569,1.5,7.14,109,150,118,145,297,317,295
1068,642207,"Williams, Devin",1068,100,0.151,0.054,0.266,0.205,0.225,0.223,0.147,31,205,84.3,9.4,2546,87.5,89.1,205,502,566,1.5999999999999943,7.43,111,150,118,146,297,320,296
1062,622503,"Crismatt, Nabil",1062,100,0.226,0.135,0.28,0.361,0.285,0.291,0.234,57,252,87.4,7.6,1937,83,84.06,134,504,557,1.0999999999999943,7.09,113,161,120,149,298,320,301
1060,502085,"Robertson, David",1060,100,0.173,0.124,0.237,0.298,0.27,0.273,0.176,39,225,88.3,13.1,2627,88.8,89.33,155,469,591,0.5,6.65,109,150,117,153,296,324,294
1057,493603,"Ottavino, Adam",1057,100,0.204,0.119,0.276,0.323,0.26,0.24,0.19,48,235,84.8,7.6,2460,87.9,88.38,139,466,591,0.5,6.82,111,154,118,147,299,325,298
1053,640448,"Finnegan, Kyle",1053,100,0.221,0.16,0.269,0.381,0.288,0.283,0.222,54,244,89.7,7.8,1990,95.3,95.76,144,519,533,0.5,6.56,116,155,122,147,303,320,300
1051,663855,"Hicks, Jordan",1051,100,0.21,0.114,0.268,0.324,0.302,0.307,0.213,46,219,86.9,1.4,2174,94.6,94.93,106,441,610,0.30000000000001137,6.57,114,153,114,148,297,318,299
1047,542888,"Armstrong, Shawn",1047,100,0.273,0.157,0.339,0.43,0.326,0.282,0.227,66,242,87.1,10.4,2308,93.9,94.41,147,563,484,0.5,6.61,109,154,114,150,300,323,296
1046,621111,"Buehler, Walker",1046,100,0.263,0.149,0.312,0.412,0.318,0.32,0.258,67,255,87.7,6.9,2355,89.8,90.25,129,520,526,0.4000000000000057,6.48,111,155,120,150,296,316,295
1046,656638,"Lange, Alex",1046,100,0.203,0.108,0.288,0.312,0.282,0.283,0.202,47,231,85.4,4,2103,89.7,89.88,204,463,583,0.20000000000000284,6.44,109,155,115,146,303,330,295
1044,643256,"Cimber, Adam",1044,100,0.248,0.12,0.294,0.368,0.294,0.297,0.252,66,266,87.3,11.3,2270,83.4,83.08,110,531,512,-0.30000000000001137,6.4,109,156,119,148,294,319,294
1044,663436,"Martin, Davis",1044,100,0.259,0.169,0.293,0.428,0.325,0.334,0.268,63,243,88.6,16.6,2477,88.5,88.62,130,538,506,0.09999999999999432,6.44,110,151,112,149,298,327,298
1043,605242,"Fulmer, Michael",1043,100,0.247,0.117,0.309,0.364,0.302,0.302,0.235,59,239,88.1,16.4,2312,90.9,91.35,138,480,563,0.5,6.48,110,156,115,148,300,328,294
1039,554340,"Garcia, Yimi",1039,100,0.215,0.13,0.258,0.345,0.269,0.266,0.208,48,223,86.5,18.9,2424,91.1,90.1,120,497,542,-1,5.73,111,159,121,150,295,321,295
1039,663455,"Pilkington, Konnor",1039,100,0.238,0.126,0.28,0.363,0.315,0.337,0.245,53,223,88.9,13.3,2116,88.6,88.81,137,492,547,0.20000000000000284,6.41,107,152,115,148,298,317,289
1035,608665,"Graveman, Kendall",1035,100,0.257,0.107,0.324,0.364,0.306,0.292,0.239,65,253,87.8,6.2,2265,93,93.21,129,474,561,0.20000000000000284,6.31,108,151,111,146,297,324,298
1035,672578,"Hernández, Carlos",1035,100,0.314,0.17,0.339,0.485,0.378,0.351,0.272,72,229,88.2,13.9,2169,90.4,87.84,116,491,544,-2.6000000000000085,6.58,108,154,116,147,300,323,300
1032,663986,"Stephan, Trevor",1032,100,0.237,0.092,0.344,0.329,0.278,0.239,0.195,57,240,86.6,9.3,2172,91.5,91.24,183,519,512,-0.29999999999999716,6.56,111,153,116,148,293,314,291
1031,665665,"Sanmartin, Reiver",1031,100,0.293,0.182,0.339,0.476,0.367,0.306,0.229,66,225,85.4,4,2205,86.6,85.5,120,470,561,-1.0999999999999943,6.31,111,151,118,146,293,319,292
1026,571710,"Givens, Mychal",1026,100,0.247,0.15,0.318,0.396,0.316,0.299,0.226,56,227,87.6,11.9,2403,88.7,88.58,127,469,557,-0.10000000000000853,6.27,109,152,117,151,298,323,294
1024,662253,"Muñoz, Andrés",1024,100,0.189,0.084,0.297,0.273,0.231,0.211,0.164,43,227,86.2,7.1,2248,92.7,92.98,233,558,466,0.29999999999999716,6.44,112,152,119,147,294,324,296
1023,661395,"Duran, Jhoan",1023,100,0.207,0.099,0.295,0.306,0.251,0.233,0.187,50,242,87.1,-1.3,2247,95.7,95.58,195,562,461,-0.10000000000000853,6.18,111,154,115,150,297,330,292
1022,656657,"Logue, Zach",1022,100,0.293,0.272,0.309,0.565,0.391,0.37,0.274,68,232,88.9,19.1,2105,86.1,85.01,106,492,530,-1.0999999999999943,5.61,109,152,119,149,299,319,291
1021,608032,"Estevez, Carlos",1021,100,0.211,0.163,0.247,0.373,0.29,0.316,0.239,44,209,88.7,17.4,2162,94.7,94.84,112,512,509,0.09999999999999432,6.28,113,152,121,149,306,330,302
1020,670167,"Schreiber, John",1020,100,0.195,0.117,0.269,0.312,0.258,0.251,0.185,45,231,86.6,1.7,2322,89.1,89.43,154,472,548,0.30000000000001137,6.55,112,156,118,150,290,327,294
1019,682051,"Hill, Garrett",1019,100,0.231,0.148,0.247,0.38,0.316,0.364,0.27,53,229,88.5,18.7,2179,87.5,87.78,92,469,550,0.29999999999999716,6.45,107,156,117,145,299,330,293
1019,650556,"Abreu, Bryan",1019,100,0.207,0.06,0.336,0.267,0.264,0.269,0.196,45,217,86.6,12.8,2575,92,91.99,196,501,518,0,6.44,113,153,115,148,292,321,293
1017,669212,"Morgan, Eli",1017,100,0.192,0.188,0.226,0.381,0.268,0.266,0.2,46,239,87.5,19.9,2221,86.5,84.87,140,530,487,-1.5999999999999943,6.12,110,155,121,150,296,318,293
1015,606424,"García, Jarlín",1015,100,0.242,0.173,0.273,0.415,0.308,0.32,0.247,60,248,87.9,15.8,2189,88.2,88.58,122,491,524,0.3999999999999915,6.51,109,151,116,147,296,322,294
1015,661309,"Martínez, Adrián",1015,100,0.295,0.209,0.327,0.504,0.367,0.354,0.277,69,234,89.1,14,2145,88.5,88.15,116,483,532,-0.29999999999999716,6.18,112,154,115,150,298,322,298
1014,605218,"Edwards Jr., Carl",1014,100,0.224,0.127,0.259,0.351,0.291,0.284,0.213,51,228,87.7,12.2,2349,91,91.74,119,487,527,0.7000000000000028,6.81,112,154,121,147,301,317,299
1012,596057,"Norris, Daniel",1012,100,0.21,0.22,0.248,0.43,0.331,0.327,0.228,45,214,88.8,12.2,2164,86.5,85.59,137,436,576,-0.9000000000000057,5.79,109,153,118,149,297,322,293
1012,593576,"Neris, Héctor",1012,100,0.205,0.1,0.293,0.305,0.262,0.283,0.216,49,239,88.9,16.4,1991,91.1,90.6,152,501,511,-0.5,6.21,113,154,113,148,294,323,292
1006,445276,"Jansen, Kenley",1006,100,0.192,0.154,0.259,0.346,0.265,0.239,0.169,45,234,85.6,22.1,2477,91.1,91.64,139,509,497,0.5,6.91,116,152,123,148,305,325,301
1006,592717,"Sanchez, Aaron",1006,100,0.324,0.166,0.359,0.49,0.372,0.328,0.278,78,241,91.3,7.5,2230,88,88.68,86,476,530,0.7000000000000028,6.8,113,155,118,147,299,323,294
1005,642758,"Acevedo, Domingo",1005,100,0.206,0.165,0.232,0.37,0.273,0.29,0.235,50,243,85.4,12.8,2064,89.4,88.47,172,551,454,-0.9000000000000057,5.78,111,151,115,147,299,319,294
1004,621249,"Underwood Jr., Duane",1004,100,0.254,0.066,0.333,0.32,0.299,0.314,0.256,58,228,87.5,6.9,2025,91.7,91.9,135,494,510,0.20000000000000284,6.46,106,150,115,148,303,322,299
1003,682171,"Murfee, Penn",1003,100,0.192,0.128,0.243,0.32,0.251,0.254,0.2,48,250,85.3,19.2,2449,84.3,84.17,126,503,500,-0.09999999999999432,6.34,111,153,121,146,292,321,291
999,656222,"Beeks, Jalen",999,100,0.219,0.161,0.284,0.379,0.297,0.299,0.223,49,224,86.5,9.1,2032,92.4,92.72,151,485,514,0.29999999999999716,6.55,105,153,112,148,300,323,299
997,600921,"Machado, Andres",997,100,0.241,0.162,0.267,0.404,0.317,0.352,0.272,55,228,89.5,9.9,1974,92.7,93.6,118,493,504,0.8999999999999915,6.81,113,154,121,146,299,316,297
997,678394,"Bello, Brayan",997,100,0.315,0.101,0.404,0.416,0.355,0.303,0.247,75,238,87.7,4.8,2163,91.9,92.04,119,458,539,0.09999999999999432,6.37,107,154,113,150,292,328,294
